ObservationsStedNr;ObservationsStedNavn;Startdato;Startklok;UndersøgelseNr;TekniskAnvisninganvendt;MålingNr;Parameter;Enhed;Resultat;ResultatAttribut;Kontrol;Kvalitet;Kvalitetsnote
"21000666";"Knud Å, Opst. Ravn Sø";"19890328";"1200";"1";"True";"1";"Temperatur";"grader C";"7,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890413";"1200";"1";"True";"1";"Temperatur";"grader C";"10,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890426";"1200";"1";"True";"1";"Temperatur";"grader C";"8,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890510";"1200";"1";"True";"1";"Temperatur";"grader C";"11,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890608";"1200";"1";"True";"1";"Temperatur";"grader C";"13";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890713";"1200";"1";"True";"1";"Temperatur";"grader C";"15,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890810";"1200";"1";"True";"1";"Temperatur";"grader C";"16,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19890914";"1200";"1";"True";"1";"Temperatur";"grader C";"14,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19891012";"1200";"1";"True";"1";"Temperatur";"grader C";"7,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19891108";"1200";"1";"True";"1";"Temperatur";"grader C";"5,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19891122";"1200";"1";"True";"1";"Temperatur";"grader C";"1,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19891207";"1200";"1";"True";"1";"Temperatur";"grader C";"0,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19891219";"1200";"1";"True";"1";"Temperatur";"grader C";"1,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900117";"1200";"1";"True";"1";"Temperatur";"grader C";"6,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900131";"1200";"1";"True";"1";"Temperatur";"grader C";"4,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900228";"1200";"1";"True";"1";"Temperatur";"grader C";"3,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900314";"1200";"1";"True";"1";"Temperatur";"grader C";"4,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900328";"1200";"1";"True";"1";"Temperatur";"grader C";"6,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900410";"1200";"1";"True";"1";"Temperatur";"grader C";"7,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900425";"1200";"1";"True";"1";"Temperatur";"grader C";"7,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900509";"1200";"1";"True";"1";"Temperatur";"grader C";"18,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900605";"1200";"1";"True";"1";"Temperatur";"grader C";"15,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19900801";"1200";"1";"True";"1";"Temperatur";"grader C";"20,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19901010";"1200";"1";"True";"1";"Temperatur";"grader C";"10";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19901107";"1200";"1";"True";"1";"Temperatur";"grader C";"3,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19901121";"1200";"1";"True";"1";"Temperatur";"grader C";"3,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19901205";"1200";"1";"True";"1";"Temperatur";"grader C";"1,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19901218";"1200";"1";"True";"1";"Temperatur";"grader C";"1,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910109";"1200";"1";"True";"1";"Temperatur";"grader C";"2,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910124";"1200";"1";"True";"1";"Temperatur";"grader C";"2,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910207";"1200";"1";"True";"1";"Temperatur";"grader C";"0,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910221";"1200";"1";"True";"1";"Temperatur";"grader C";"1,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910307";"1200";"1";"True";"1";"Temperatur";"grader C";"2,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910321";"1200";"1";"True";"1";"Temperatur";"grader C";"6,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910404";"1200";"1";"True";"1";"Temperatur";"grader C";"6,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910417";"1200";"1";"True";"1";"Temperatur";"grader C";"5,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910515";"1200";"1";"True";"1";"Temperatur";"grader C";"9,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910710";"1200";"1";"True";"1";"Temperatur";"grader C";"19,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910807";"1200";"1";"True";"1";"Temperatur";"grader C";"19,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19910905";"1200";"1";"True";"1";"Temperatur";"grader C";"17,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19911010";"1200";"1";"True";"1";"Temperatur";"grader C";"11,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19911030";"1200";"1";"True";"1";"Temperatur";"grader C";"5,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19911114";"1200";"1";"True";"1";"Temperatur";"grader C";"4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19911128";"1200";"1";"True";"1";"Temperatur";"grader C";"5,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19911210";"1200";"1";"True";"1";"Temperatur";"grader C";"1,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920115";"1200";"1";"True";"1";"Temperatur";"grader C";"4,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920129";"1200";"1";"True";"1";"Temperatur";"grader C";"2,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920212";"1200";"1";"True";"1";"Temperatur";"grader C";"3,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920226";"1200";"1";"True";"1";"Temperatur";"grader C";"5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920311";"1200";"1";"True";"1";"Temperatur";"grader C";"5,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920325";"1200";"1";"True";"1";"Temperatur";"grader C";"3,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920414";"1200";"1";"True";"1";"Temperatur";"grader C";"8,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920429";"1200";"1";"True";"1";"Temperatur";"grader C";"7,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920513";"1200";"1";"True";"1";"Temperatur";"grader C";"10,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920611";"1200";"1";"True";"1";"Temperatur";"grader C";"19";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920715";"1200";"1";"True";"1";"Temperatur";"grader C";"16,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920812";"1200";"1";"True";"1";"Temperatur";"grader C";"17,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19920909";"1200";"1";"True";"1";"Temperatur";"grader C";"12,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19921014";"1200";"1";"True";"1";"Temperatur";"grader C";"8,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19921111";"1200";"1";"True";"1";"Temperatur";"grader C";"4,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19921125";"1200";"1";"True";"1";"Temperatur";"grader C";"5,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19921215";"1200";"1";"True";"1";"Temperatur";"grader C";"5,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19930527";"1200";"1";"True";"1";"Temperatur";"grader C";"14,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19990721";"1200";"1";"True";"1";"Temperatur";"grader C";"19,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19990810";"1200";"1";"True";"1";"Temperatur";"grader C";"18,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19990907";"1200";"1";"True";"1";"Temperatur";"grader C";"11,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19990929";"1200";"1";"True";"1";"Temperatur";"grader C";"12,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19991019";"1200";"1";"True";"1";"Temperatur";"grader C";"7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19991102";"1200";"1";"True";"1";"Temperatur";"grader C";"9,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19991116";"1200";"1";"True";"1";"Temperatur";"grader C";"2,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19991130";"1200";"1";"True";"1";"Temperatur";"grader C";"4,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"19991214";"1200";"1";"True";"1";"Temperatur";"grader C";"2,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000126";"1200";"1";"True";"1";"Temperatur";"grader C";"1,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000223";"1200";"1";"True";"1";"Temperatur";"grader C";"2,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000308";"1200";"1";"True";"1";"Temperatur";"grader C";"4,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000322";"1200";"1";"True";"1";"Temperatur";"grader C";"8,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000412";"1200";"1";"True";"1";"Temperatur";"grader C";"7,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000510";"1200";"1";"True";"1";"Temperatur";"grader C";"17,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000614";"1200";"1";"True";"1";"Temperatur";"grader C";"15,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000712";"1200";"1";"True";"1";"Temperatur";"grader C";"17,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000802";"1200";"1";"True";"1";"Temperatur";"grader C";"18";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20000926";"1200";"1";"True";"1";"Temperatur";"grader C";"10,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20001004";"1200";"1";"True";"1";"Temperatur";"grader C";"12,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20001018";"1200";"1";"True";"1";"Temperatur";"grader C";"10,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20001101";"1200";"1";"True";"1";"Temperatur";"grader C";"8,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20001115";"1200";"1";"True";"1";"Temperatur";"grader C";"6,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20001129";"1200";"1";"True";"1";"Temperatur";"grader C";"6,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20001213";"1200";"1";"True";"1";"Temperatur";"grader C";"8,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010104";"1200";"1";"True";"1";"Temperatur";"grader C";"3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010118";"1200";"1";"True";"1";"Temperatur";"grader C";"2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010215";"1200";"1";"True";"1";"Temperatur";"grader C";"2,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010301";"1200";"1";"True";"1";"Temperatur";"grader C";"1,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010315";"1200";"1";"True";"1";"Temperatur";"grader C";"5,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010419";"1200";"1";"True";"1";"Temperatur";"grader C";"6,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010523";"1200";"1";"True";"1";"Temperatur";"grader C";"15,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010621";"1200";"1";"True";"1";"Temperatur";"grader C";"16,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010719";"1200";"1";"True";"1";"Temperatur";"grader C";"18,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010816";"1200";"1";"True";"1";"Temperatur";"grader C";"21";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20010913";"1200";"1";"True";"1";"Temperatur";"grader C";"13,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20011004";"1200";"1";"True";"1";"Temperatur";"grader C";"12,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20011018";"1200";"1";"True";"1";"Temperatur";"grader C";"10,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20011101";"1200";"1";"True";"1";"Temperatur";"grader C";"8,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20011115";"1200";"1";"True";"1";"Temperatur";"grader C";"3,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20011129";"1200";"1";"True";"1";"Temperatur";"grader C";"2,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20011213";"1200";"1";"True";"1";"Temperatur";"grader C";"3,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020107";"1200";"1";"True";"1";"Temperatur";"grader C";"2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020122";"1200";"1";"True";"1";"Temperatur";"grader C";"5,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020206";"1200";"1";"True";"1";"Temperatur";"grader C";"6,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020305";"1200";"1";"True";"1";"Temperatur";"grader C";"5,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020320";"1200";"1";"True";"1";"Temperatur";"grader C";"6,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020410";"1200";"1";"True";"1";"Temperatur";"grader C";"7,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020506";"1200";"1";"True";"1";"Temperatur";"grader C";"11,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020603";"1200";"1";"True";"1";"Temperatur";"grader C";"16,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020711";"1200";"1";"True";"1";"Temperatur";"grader C";"17,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020807";"1200";"1";"True";"1";"Temperatur";"grader C";"20,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20020911";"1200";"1";"True";"1";"Temperatur";"grader C";"18,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20021002";"1200";"1";"True";"1";"Temperatur";"grader C";"12,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20021030";"1200";"1";"True";"1";"Temperatur";"grader C";"6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20021112";"1200";"1";"True";"1";"Temperatur";"grader C";"3,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20021127";"1200";"1";"True";"1";"Temperatur";"grader C";"5,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20021211";"1200";"1";"True";"1";"Temperatur";"grader C";"0,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030116";"1200";"1";"True";"1";"Temperatur";"grader C";"2,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030130";"1200";"1";"True";"1";"Temperatur";"grader C";"1,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030213";"1200";"1";"True";"1";"Temperatur";"grader C";"1,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030225";"1200";"1";"True";"1";"Temperatur";"grader C";"2,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030313";"1200";"1";"True";"1";"Temperatur";"grader C";"4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030327";"1200";"1";"True";"1";"Temperatur";"grader C";"6,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030408";"1200";"1";"True";"1";"Temperatur";"grader C";"4,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030513";"1200";"1";"True";"1";"Temperatur";"grader C";"14";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030602";"1200";"1";"True";"1";"Temperatur";"grader C";"20,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030702";"1200";"1";"True";"1";"Temperatur";"grader C";"17";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030730";"1200";"1";"True";"1";"Temperatur";"grader C";"19";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030820";"1200";"1";"True";"1";"Temperatur";"grader C";"18,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20030924";"1200";"1";"True";"1";"Temperatur";"grader C";"12,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20031015";"1200";"1";"True";"1";"Temperatur";"grader C";"6,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20031029";"1200";"1";"True";"1";"Temperatur";"grader C";"5,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20031112";"1200";"1";"True";"1";"Temperatur";"grader C";"3,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20031210";"1200";"1";"True";"1";"Temperatur";"grader C";"1,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040115";"1200";"1";"True";"1";"Temperatur";"grader C";"1,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040129";"1200";"1";"True";"1";"Temperatur";"grader C";"1,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040210";"1200";"1";"True";"1";"Temperatur";"grader C";"1,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040224";"1200";"1";"True";"1";"Temperatur";"grader C";"2,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040309";"1200";"1";"True";"1";"Temperatur";"grader C";"3,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040323";"1200";"1";"True";"1";"Temperatur";"grader C";"6,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040422";"1200";"1";"True";"1";"Temperatur";"grader C";"9,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040517";"1200";"1";"True";"1";"Temperatur";"grader C";"14,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040615";"1200";"1";"True";"1";"Temperatur";"grader C";"17,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040713";"1200";"1";"True";"1";"Temperatur";"grader C";"14,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040810";"1200";"1";"True";"1";"Temperatur";"grader C";"21,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20040907";"1200";"1";"True";"1";"Temperatur";"grader C";"15,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20041005";"1200";"1";"True";"1";"Temperatur";"grader C";"10,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20041019";"1200";"1";"True";"1";"Temperatur";"grader C";"8,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20041102";"1200";"1";"True";"1";"Temperatur";"grader C";"9,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20041116";"1200";"1";"True";"1";"Temperatur";"grader C";"5,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20041202";"1200";"1";"True";"1";"Temperatur";"grader C";"4,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20041214";"1200";"1";"True";"1";"Temperatur";"grader C";"5,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050106";"1200";"1";"True";"1";"Temperatur";"grader C";"3,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050125";"1200";"1";"True";"1";"Temperatur";"grader C";"0,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050210";"1200";"1";"True";"1";"Temperatur";"grader C";"2,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050222";"1200";"1";"True";"1";"Temperatur";"grader C";"2,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050308";"1200";"1";"True";"1";"Temperatur";"grader C";"1,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050329";"1200";"1";"True";"1";"Temperatur";"grader C";"5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000666";"Knud Å, Opst. Ravn Sø";"20050414";"1200";"1";"True";"1";"Temperatur";"grader C";"10,1";"=";"D, FDC faglig kontrol";"Godkendt";""
